image_id,image_path,dataset_name,task,split,Arched_Eyebrows,Bushy_Eyebrows,Narrow_Eyes,Big_Lips,Big_Nose,Pointy_Nose,High_Cheekbones,Oval_Face
052739,datasets\processed\celeba\images\052739.jpg,celeba,facial_attributes,unassigned,0,1,0,0,0,1,0,0
052740,datasets\processed\celeba\images\052740.jpg,celeba,facial_attributes,unassigned,0,0,0,0,1,0,0,0
052741,datasets\processed\celeba\images\052741.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,1,0,1
052742,datasets\processed\celeba\images\052742.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,1,0,0
052743,datasets\processed\celeba\images\052743.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,0,0
052744,datasets\processed\celeba\images\052744.jpg,celeba,facial_attributes,unassigned,0,1,0,1,1,0,0,0
052745,datasets\processed\celeba\images\052745.jpg,celeba,facial_attributes,unassigned,0,1,0,0,0,0,0,0
052746,datasets\processed\celeba\images\052746.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,1,1,1
052747,datasets\processed\celeba\images\052747.jpg,celeba,facial_attributes,unassigned,1,1,0,0,1,1,1,0
052748,datasets\processed\celeba\images\052748.jpg,celeba,facial_attributes,unassigned,1,0,0,1,0,1,1,0
052749,datasets\processed\celeba\images\052749.jpg,celeba,facial_attributes,unassigned,1,0,0,1,0,0,1,0
052750,datasets\processed\celeba\images\052750.jpg,celeba,facial_attributes,unassigned,1,0,0,1,1,0,1,1
052751,datasets\processed\celeba\images\052751.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,0,0
052752,datasets\processed\celeba\images\052752.jpg,celeba,facial_attributes,unassigned,0,0,0,0,1,1,0,0
052753,datasets\processed\celeba\images\052753.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,0,0
052754,datasets\processed\celeba\images\052754.jpg,celeba,facial_attributes,unassigned,1,0,0,1,0,0,0,1
052755,datasets\processed\celeba\images\052755.jpg,celeba,facial_attributes,unassigned,1,0,0,1,0,1,1,0
052756,datasets\processed\celeba\images\052756.jpg,celeba,facial_attributes,unassigned,0,1,0,0,0,0,0,1
052757,datasets\processed\celeba\images\052757.jpg,celeba,facial_attributes,unassigned,0,0,0,0,1,0,1,0
052758,datasets\processed\celeba\images\052758.jpg,celeba,facial_attributes,unassigned,1,0,0,0,0,1,1,0
052759,datasets\processed\celeba\images\052759.jpg,celeba,facial_attributes,unassigned,0,0,0,1,0,0,0,0
052760,datasets\processed\celeba\images\052760.jpg,celeba,facial_attributes,unassigned,0,1,0,0,0,0,0,1
052761,datasets\processed\celeba\images\052761.jpg,celeba,facial_attributes,unassigned,0,0,0,1,0,0,0,0
052762,datasets\processed\celeba\images\052762.jpg,celeba,facial_attributes,unassigned,0,1,1,0,0,0,1,1
052763,datasets\processed\celeba\images\052763.jpg,celeba,facial_attributes,unassigned,1,0,0,1,0,0,1,0
052764,datasets\processed\celeba\images\052764.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,1,1,1
052765,datasets\processed\celeba\images\052765.jpg,celeba,facial_attributes,unassigned,1,0,0,1,1,0,1,1
052766,datasets\processed\celeba\images\052766.jpg,celeba,facial_attributes,unassigned,1,0,0,0,0,1,0,0
052767,datasets\processed\celeba\images\052767.jpg,celeba,facial_attributes,unassigned,0,1,0,0,0,0,0,0
052768,datasets\processed\celeba\images\052768.jpg,celeba,facial_attributes,unassigned,0,1,0,0,0,1,0,0
052769,datasets\processed\celeba\images\052769.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,0,0
052770,datasets\processed\celeba\images\052770.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,0,0
052771,datasets\processed\celeba\images\052771.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,0,0
052772,datasets\processed\celeba\images\052772.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,1,0
052773,datasets\processed\celeba\images\052773.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,1,0
052774,datasets\processed\celeba\images\052774.jpg,celeba,facial_attributes,unassigned,1,0,0,1,0,0,0,0
052775,datasets\processed\celeba\images\052775.jpg,celeba,facial_attributes,unassigned,1,1,1,0,1,0,1,0
052776,datasets\processed\celeba\images\052776.jpg,celeba,facial_attributes,unassigned,1,0,0,1,1,0,1,0
052777,datasets\processed\celeba\images\052777.jpg,celeba,facial_attributes,unassigned,1,0,1,1,0,0,1,0
052778,datasets\processed\celeba\images\052778.jpg,celeba,facial_attributes,unassigned,1,1,0,1,0,0,1,1
052779,datasets\processed\celeba\images\052779.jpg,celeba,facial_attributes,unassigned,1,0,0,1,0,1,1,0
052780,datasets\processed\celeba\images\052780.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,0,0
052781,datasets\processed\celeba\images\052781.jpg,celeba,facial_attributes,unassigned,0,0,1,1,1,0,0,0
052782,datasets\processed\celeba\images\052782.jpg,celeba,facial_attributes,unassigned,0,0,1,0,0,0,1,0
052783,datasets\processed\celeba\images\052783.jpg,celeba,facial_attributes,unassigned,0,0,0,0,1,0,1,0
052784,datasets\processed\celeba\images\052784.jpg,celeba,facial_attributes,unassigned,0,0,1,1,1,0,0,0
052785,datasets\processed\celeba\images\052785.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,1,0
052786,datasets\processed\celeba\images\052786.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,1,1,1
052787,datasets\processed\celeba\images\052787.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,1,0,0
052788,datasets\processed\celeba\images\052788.jpg,celeba,facial_attributes,unassigned,0,1,0,1,1,0,0,0
052789,datasets\processed\celeba\images\052789.jpg,celeba,facial_attributes,unassigned,0,1,0,0,0,0,1,0
052790,datasets\processed\celeba\images\052790.jpg,celeba,facial_attributes,unassigned,1,0,0,1,0,0,0,0
052791,datasets\processed\celeba\images\052791.jpg,celeba,facial_attributes,unassigned,1,0,0,0,0,0,1,0
052792,datasets\processed\celeba\images\052792.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,0,0
052793,datasets\processed\celeba\images\052793.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,0,0
052794,datasets\processed\celeba\images\052794.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,0,0
052795,datasets\processed\celeba\images\052795.jpg,celeba,facial_attributes,unassigned,0,0,0,0,1,0,0,0
052796,datasets\processed\celeba\images\052796.jpg,celeba,facial_attributes,unassigned,1,0,0,1,0,1,0,0
052797,datasets\processed\celeba\images\052797.jpg,celeba,facial_attributes,unassigned,1,0,0,0,0,1,1,1
052798,datasets\processed\celeba\images\052798.jpg,celeba,facial_attributes,unassigned,0,0,1,1,0,0,1,0
052799,datasets\processed\celeba\images\052799.jpg,celeba,facial_attributes,unassigned,0,1,0,0,1,0,1,1
052800,datasets\processed\celeba\images\052800.jpg,celeba,facial_attributes,unassigned,0,0,0,1,1,0,0,0
052801,datasets\processed\celeba\images\052801.jpg,celeba,facial_attributes,unassigned,0,0,0,1,0,0,0,0
052802,datasets\processed\celeba\images\052802.jpg,celeba,facial_attributes,unassigned,1,1,0,0,0,0,0,0
052803,datasets\processed\celeba\images\052803.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,1,0
052804,datasets\processed\celeba\images\052804.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,0,0
052805,datasets\processed\celeba\images\052805.jpg,celeba,facial_attributes,unassigned,1,0,0,1,0,0,1,0
052806,datasets\processed\celeba\images\052806.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,1,0,0
052807,datasets\processed\celeba\images\052807.jpg,celeba,facial_attributes,unassigned,1,1,0,0,0,1,1,1
052808,datasets\processed\celeba\images\052808.jpg,celeba,facial_attributes,unassigned,0,0,0,0,1,0,0,0
052809,datasets\processed\celeba\images\052809.jpg,celeba,facial_attributes,unassigned,1,0,0,1,1,0,1,0
052810,datasets\processed\celeba\images\052810.jpg,celeba,facial_attributes,unassigned,0,1,0,0,0,1,0,1
052811,datasets\processed\celeba\images\052811.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,1,0
052812,datasets\processed\celeba\images\052812.jpg,celeba,facial_attributes,unassigned,0,0,1,0,1,0,1,0
052813,datasets\processed\celeba\images\052813.jpg,celeba,facial_attributes,unassigned,0,0,1,0,0,0,0,0
052814,datasets\processed\celeba\images\052814.jpg,celeba,facial_attributes,unassigned,0,0,0,0,1,0,1,0
052815,datasets\processed\celeba\images\052815.jpg,celeba,facial_attributes,unassigned,1,0,0,0,0,1,0,0
052816,datasets\processed\celeba\images\052816.jpg,celeba,facial_attributes,unassigned,0,0,0,0,1,0,1,0
052817,datasets\processed\celeba\images\052817.jpg,celeba,facial_attributes,unassigned,1,0,0,0,1,0,1,0
052818,datasets\processed\celeba\images\052818.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,1,1,0
052819,datasets\processed\celeba\images\052819.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,1,1
052820,datasets\processed\celeba\images\052820.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,1,0
052821,datasets\processed\celeba\images\052821.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,1,1
052822,datasets\processed\celeba\images\052822.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,1,0
052823,datasets\processed\celeba\images\052823.jpg,celeba,facial_attributes,unassigned,1,0,0,0,1,0,1,0
052824,datasets\processed\celeba\images\052824.jpg,celeba,facial_attributes,unassigned,1,0,0,0,0,0,1,0
052825,datasets\processed\celeba\images\052825.jpg,celeba,facial_attributes,unassigned,0,0,0,1,0,0,0,0
052826,datasets\processed\celeba\images\052826.jpg,celeba,facial_attributes,unassigned,0,1,1,1,1,0,0,0
052827,datasets\processed\celeba\images\052827.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,0,1
052828,datasets\processed\celeba\images\052828.jpg,celeba,facial_attributes,unassigned,1,0,0,1,0,0,0,0
052829,datasets\processed\celeba\images\052829.jpg,celeba,facial_attributes,unassigned,1,0,1,0,0,0,1,0
052830,datasets\processed\celeba\images\052830.jpg,celeba,facial_attributes,unassigned,1,0,0,0,0,0,1,0
052831,datasets\processed\celeba\images\052831.jpg,celeba,facial_attributes,unassigned,1,0,0,0,0,0,0,1
052832,datasets\processed\celeba\images\052832.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,1,1
052833,datasets\processed\celeba\images\052833.jpg,celeba,facial_attributes,unassigned,0,0,0,1,0,0,0,0
052834,datasets\processed\celeba\images\052834.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,0,1
052835,datasets\processed\celeba\images\052835.jpg,celeba,facial_attributes,unassigned,1,0,0,0,0,0,1,0
052836,datasets\processed\celeba\images\052836.jpg,celeba,facial_attributes,unassigned,1,0,0,0,0,0,1,0
052837,datasets\processed\celeba\images\052837.jpg,celeba,facial_attributes,unassigned,1,0,1,1,0,1,1,0
052838,datasets\processed\celeba\images\052838.jpg,celeba,facial_attributes,unassigned,1,0,0,0,0,0,1,0
052839,datasets\processed\celeba\images\052839.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,0,0
052840,datasets\processed\celeba\images\052840.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,0,0
052841,datasets\processed\celeba\images\052841.jpg,celeba,facial_attributes,unassigned,1,0,0,1,0,1,1,0
052842,datasets\processed\celeba\images\052842.jpg,celeba,facial_attributes,unassigned,0,0,0,0,1,0,0,0
052843,datasets\processed\celeba\images\052843.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,0,0
052844,datasets\processed\celeba\images\052844.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,1,1
052845,datasets\processed\celeba\images\052845.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,1,1,1
052846,datasets\processed\celeba\images\052846.jpg,celeba,facial_attributes,unassigned,1,0,0,0,0,1,1,0
052847,datasets\processed\celeba\images\052847.jpg,celeba,facial_attributes,unassigned,1,0,0,1,1,0,1,0
052848,datasets\processed\celeba\images\052848.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,1,0,0
052849,datasets\processed\celeba\images\052849.jpg,celeba,facial_attributes,unassigned,1,0,0,0,0,1,1,1
052850,datasets\processed\celeba\images\052850.jpg,celeba,facial_attributes,unassigned,0,1,0,0,0,1,1,0
052851,datasets\processed\celeba\images\052851.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,1,1,1
052852,datasets\processed\celeba\images\052852.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,1,0
052853,datasets\processed\celeba\images\052853.jpg,celeba,facial_attributes,unassigned,0,1,0,0,0,0,0,0
052854,datasets\processed\celeba\images\052854.jpg,celeba,facial_attributes,unassigned,1,0,0,0,0,1,0,0
052855,datasets\processed\celeba\images\052855.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,1,0
052856,datasets\processed\celeba\images\052856.jpg,celeba,facial_attributes,unassigned,0,0,0,0,1,0,1,0
052857,datasets\processed\celeba\images\052857.jpg,celeba,facial_attributes,unassigned,1,0,0,1,0,1,1,0
052858,datasets\processed\celeba\images\052858.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,0,0
052859,datasets\processed\celeba\images\052859.jpg,celeba,facial_attributes,unassigned,0,0,0,0,1,0,1,0
052860,datasets\processed\celeba\images\052860.jpg,celeba,facial_attributes,unassigned,0,1,0,0,0,0,0,1
052861,datasets\processed\celeba\images\052861.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,0,0
052862,datasets\processed\celeba\images\052862.jpg,celeba,facial_attributes,unassigned,1,0,0,0,0,0,0,0
052863,datasets\processed\celeba\images\052863.jpg,celeba,facial_attributes,unassigned,0,0,0,0,1,0,1,0
052864,datasets\processed\celeba\images\052864.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,0,0
052865,datasets\processed\celeba\images\052865.jpg,celeba,facial_attributes,unassigned,0,1,0,0,0,1,0,0
052866,datasets\processed\celeba\images\052866.jpg,celeba,facial_attributes,unassigned,0,0,0,0,1,0,1,1
052867,datasets\processed\celeba\images\052867.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,0,0
052868,datasets\processed\celeba\images\052868.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,0,0
052869,datasets\processed\celeba\images\052869.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,1,1,1
052870,datasets\processed\celeba\images\052870.jpg,celeba,facial_attributes,unassigned,0,0,0,1,0,0,0,0
052871,datasets\processed\celeba\images\052871.jpg,celeba,facial_attributes,unassigned,1,0,0,0,0,0,1,0
052872,datasets\processed\celeba\images\052872.jpg,celeba,facial_attributes,unassigned,1,0,0,0,1,0,1,0
052873,datasets\processed\celeba\images\052873.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,0,1
052874,datasets\processed\celeba\images\052874.jpg,celeba,facial_attributes,unassigned,0,0,1,0,1,0,0,0
052875,datasets\processed\celeba\images\052875.jpg,celeba,facial_attributes,unassigned,0,0,0,0,1,0,0,0
052876,datasets\processed\celeba\images\052876.jpg,celeba,facial_attributes,unassigned,1,0,0,0,0,1,0,0
052877,datasets\processed\celeba\images\052877.jpg,celeba,facial_attributes,unassigned,1,1,0,1,0,0,0,1
052878,datasets\processed\celeba\images\052878.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,1,1,1
052879,datasets\processed\celeba\images\052879.jpg,celeba,facial_attributes,unassigned,0,1,0,0,1,0,0,0
052880,datasets\processed\celeba\images\052880.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,1,1
052881,datasets\processed\celeba\images\052881.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,1,1,0
052882,datasets\processed\celeba\images\052882.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,1,0
052883,datasets\processed\celeba\images\052883.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,1,1,1
052884,datasets\processed\celeba\images\052884.jpg,celeba,facial_attributes,unassigned,0,0,0,0,1,0,0,0
052885,datasets\processed\celeba\images\052885.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,0,0
052886,datasets\processed\celeba\images\052886.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,1,0,1
052887,datasets\processed\celeba\images\052887.jpg,celeba,facial_attributes,unassigned,0,0,0,0,1,0,0,0
052888,datasets\processed\celeba\images\052888.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,1,0,0
052889,datasets\processed\celeba\images\052889.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,1,1
052890,datasets\processed\celeba\images\052890.jpg,celeba,facial_attributes,unassigned,0,1,0,0,0,0,0,0
052891,datasets\processed\celeba\images\052891.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,1,1
052892,datasets\processed\celeba\images\052892.jpg,celeba,facial_attributes,unassigned,1,0,0,1,0,1,1,0
052893,datasets\processed\celeba\images\052893.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,1,0
052894,datasets\processed\celeba\images\052894.jpg,celeba,facial_attributes,unassigned,0,0,0,0,1,0,0,0
052895,datasets\processed\celeba\images\052895.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,0,1
052896,datasets\processed\celeba\images\052896.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,1,0
052897,datasets\processed\celeba\images\052897.jpg,celeba,facial_attributes,unassigned,1,0,0,0,0,0,1,1
052898,datasets\processed\celeba\images\052898.jpg,celeba,facial_attributes,unassigned,0,0,0,0,1,0,0,0
052899,datasets\processed\celeba\images\052899.jpg,celeba,facial_attributes,unassigned,0,0,0,0,1,1,0,0
052900,datasets\processed\celeba\images\052900.jpg,celeba,facial_attributes,unassigned,0,0,0,1,0,1,1,1
052901,datasets\processed\celeba\images\052901.jpg,celeba,facial_attributes,unassigned,0,0,0,0,1,0,1,1
052902,datasets\processed\celeba\images\052902.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,1,0
052903,datasets\processed\celeba\images\052903.jpg,celeba,facial_attributes,unassigned,1,0,0,1,0,0,1,1
052904,datasets\processed\celeba\images\052904.jpg,celeba,facial_attributes,unassigned,0,1,0,0,1,0,1,0
052905,datasets\processed\celeba\images\052905.jpg,celeba,facial_attributes,unassigned,0,0,0,0,1,0,1,0
052906,datasets\processed\celeba\images\052906.jpg,celeba,facial_attributes,unassigned,1,0,0,1,1,1,1,0
052907,datasets\processed\celeba\images\052907.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,0,1
052908,datasets\processed\celeba\images\052908.jpg,celeba,facial_attributes,unassigned,0,1,0,0,0,0,1,1
052909,datasets\processed\celeba\images\052909.jpg,celeba,facial_attributes,unassigned,0,0,1,0,0,0,1,1
052910,datasets\processed\celeba\images\052910.jpg,celeba,facial_attributes,unassigned,1,0,0,0,0,1,0,0
052911,datasets\processed\celeba\images\052911.jpg,celeba,facial_attributes,unassigned,0,0,0,1,0,0,1,0
052912,datasets\processed\celeba\images\052912.jpg,celeba,facial_attributes,unassigned,1,0,0,1,1,0,0,0
052913,datasets\processed\celeba\images\052913.jpg,celeba,facial_attributes,unassigned,0,1,0,1,1,0,0,0
052914,datasets\processed\celeba\images\052914.jpg,celeba,facial_attributes,unassigned,1,0,0,0,0,1,0,1
052915,datasets\processed\celeba\images\052915.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,1,1,1
052916,datasets\processed\celeba\images\052916.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,1,1
052917,datasets\processed\celeba\images\052917.jpg,celeba,facial_attributes,unassigned,1,1,0,0,0,0,1,1
052918,datasets\processed\celeba\images\052918.jpg,celeba,facial_attributes,unassigned,1,0,0,0,0,0,1,1
052919,datasets\processed\celeba\images\052919.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,0,0
052920,datasets\processed\celeba\images\052920.jpg,celeba,facial_attributes,unassigned,1,0,0,0,0,0,0,1
052921,datasets\processed\celeba\images\052921.jpg,celeba,facial_attributes,unassigned,0,0,1,1,1,0,1,0
052922,datasets\processed\celeba\images\052922.jpg,celeba,facial_attributes,unassigned,1,0,1,0,0,0,0,0
052923,datasets\processed\celeba\images\052923.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,1,1
052924,datasets\processed\celeba\images\052924.jpg,celeba,facial_attributes,unassigned,1,0,0,0,0,1,1,0
052925,datasets\processed\celeba\images\052925.jpg,celeba,facial_attributes,unassigned,0,0,1,0,0,1,1,0
052926,datasets\processed\celeba\images\052926.jpg,celeba,facial_attributes,unassigned,0,1,0,0,0,0,0,0
052927,datasets\processed\celeba\images\052927.jpg,celeba,facial_attributes,unassigned,1,1,0,0,1,0,0,0
052928,datasets\processed\celeba\images\052928.jpg,celeba,facial_attributes,unassigned,0,1,0,0,0,0,0,1
052929,datasets\processed\celeba\images\052929.jpg,celeba,facial_attributes,unassigned,0,0,0,1,0,0,0,0
052930,datasets\processed\celeba\images\052930.jpg,celeba,facial_attributes,unassigned,0,0,0,1,1,0,0,1
052931,datasets\processed\celeba\images\052931.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,0,1
052932,datasets\processed\celeba\images\052932.jpg,celeba,facial_attributes,unassigned,0,1,0,0,0,1,0,0
052933,datasets\processed\celeba\images\052933.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,0,0
052934,datasets\processed\celeba\images\052934.jpg,celeba,facial_attributes,unassigned,0,0,0,0,1,0,0,0
052935,datasets\processed\celeba\images\052935.jpg,celeba,facial_attributes,unassigned,1,0,0,1,0,1,1,0
052936,datasets\processed\celeba\images\052936.jpg,celeba,facial_attributes,unassigned,1,1,0,0,0,0,0,1
052937,datasets\processed\celeba\images\052937.jpg,celeba,facial_attributes,unassigned,1,0,0,0,0,0,0,0
052938,datasets\processed\celeba\images\052938.jpg,celeba,facial_attributes,unassigned,0,0,1,0,1,0,1,0
052939,datasets\processed\celeba\images\052939.jpg,celeba,facial_attributes,unassigned,1,0,0,0,0,1,1,0
052940,datasets\processed\celeba\images\052940.jpg,celeba,facial_attributes,unassigned,0,1,0,0,1,0,0,0
052941,datasets\processed\celeba\images\052941.jpg,celeba,facial_attributes,unassigned,0,0,0,0,1,0,1,0
052942,datasets\processed\celeba\images\052942.jpg,celeba,facial_attributes,unassigned,1,0,0,0,1,0,1,0
052943,datasets\processed\celeba\images\052943.jpg,celeba,facial_attributes,unassigned,0,1,0,0,1,0,1,0
052944,datasets\processed\celeba\images\052944.jpg,celeba,facial_attributes,unassigned,0,1,0,0,0,0,0,1
052945,datasets\processed\celeba\images\052945.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,1,1,1
052946,datasets\processed\celeba\images\052946.jpg,celeba,facial_attributes,unassigned,1,1,1,0,0,0,1,0
052947,datasets\processed\celeba\images\052947.jpg,celeba,facial_attributes,unassigned,0,0,0,0,1,0,1,0
052948,datasets\processed\celeba\images\052948.jpg,celeba,facial_attributes,unassigned,1,1,1,1,0,0,0,0
052949,datasets\processed\celeba\images\052949.jpg,celeba,facial_attributes,unassigned,0,0,0,0,1,0,1,0
052950,datasets\processed\celeba\images\052950.jpg,celeba,facial_attributes,unassigned,0,1,0,0,1,0,0,0
052951,datasets\processed\celeba\images\052951.jpg,celeba,facial_attributes,unassigned,0,0,0,0,1,0,0,1
052952,datasets\processed\celeba\images\052952.jpg,celeba,facial_attributes,unassigned,1,0,0,0,0,0,1,0
052953,datasets\processed\celeba\images\052953.jpg,celeba,facial_attributes,unassigned,0,0,0,0,1,0,1,1
052954,datasets\processed\celeba\images\052954.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,1,0
052955,datasets\processed\celeba\images\052955.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,0,0
052956,datasets\processed\celeba\images\052956.jpg,celeba,facial_attributes,unassigned,1,0,0,0,0,1,0,0
052957,datasets\processed\celeba\images\052957.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,1,0
052958,datasets\processed\celeba\images\052958.jpg,celeba,facial_attributes,unassigned,1,0,0,0,0,0,1,0
052959,datasets\processed\celeba\images\052959.jpg,celeba,facial_attributes,unassigned,0,0,0,1,1,0,1,0
052960,datasets\processed\celeba\images\052960.jpg,celeba,facial_attributes,unassigned,0,1,0,0,1,0,0,0
052961,datasets\processed\celeba\images\052961.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,0,0
052962,datasets\processed\celeba\images\052962.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,1,1,1
052963,datasets\processed\celeba\images\052963.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,0,0
052964,datasets\processed\celeba\images\052964.jpg,celeba,facial_attributes,unassigned,0,0,0,1,1,0,1,1
052965,datasets\processed\celeba\images\052965.jpg,celeba,facial_attributes,unassigned,0,0,0,0,1,0,1,0
052966,datasets\processed\celeba\images\052966.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,0,0
052967,datasets\processed\celeba\images\052967.jpg,celeba,facial_attributes,unassigned,0,1,0,0,0,0,0,0
052968,datasets\processed\celeba\images\052968.jpg,celeba,facial_attributes,unassigned,0,0,0,1,0,1,1,0
052969,datasets\processed\celeba\images\052969.jpg,celeba,facial_attributes,unassigned,1,0,0,0,0,0,1,0
052970,datasets\processed\celeba\images\052970.jpg,celeba,facial_attributes,unassigned,1,0,0,1,0,1,1,0
052971,datasets\processed\celeba\images\052971.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,1,0
052972,datasets\processed\celeba\images\052972.jpg,celeba,facial_attributes,unassigned,1,0,0,0,0,1,0,0
052973,datasets\processed\celeba\images\052973.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,1,1,0
052974,datasets\processed\celeba\images\052974.jpg,celeba,facial_attributes,unassigned,0,0,0,0,1,0,0,0
052975,datasets\processed\celeba\images\052975.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,0,0
052976,datasets\processed\celeba\images\052976.jpg,celeba,facial_attributes,unassigned,1,0,1,1,0,0,1,0
052977,datasets\processed\celeba\images\052977.jpg,celeba,facial_attributes,unassigned,0,0,0,1,0,1,1,0
052978,datasets\processed\celeba\images\052978.jpg,celeba,facial_attributes,unassigned,1,0,0,1,0,0,1,0
052979,datasets\processed\celeba\images\052979.jpg,celeba,facial_attributes,unassigned,0,0,0,1,0,1,0,0
052980,datasets\processed\celeba\images\052980.jpg,celeba,facial_attributes,unassigned,0,0,1,0,1,0,1,1
052981,datasets\processed\celeba\images\052981.jpg,celeba,facial_attributes,unassigned,0,1,0,0,0,0,0,0
052982,datasets\processed\celeba\images\052982.jpg,celeba,facial_attributes,unassigned,0,0,1,0,1,0,1,0
052983,datasets\processed\celeba\images\052983.jpg,celeba,facial_attributes,unassigned,0,1,0,0,1,0,0,0
052984,datasets\processed\celeba\images\052984.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,1,1,1
052985,datasets\processed\celeba\images\052985.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,1,0
052986,datasets\processed\celeba\images\052986.jpg,celeba,facial_attributes,unassigned,0,0,0,0,1,0,0,0
052987,datasets\processed\celeba\images\052987.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,1,1
052988,datasets\processed\celeba\images\052988.jpg,celeba,facial_attributes,unassigned,1,0,0,0,0,0,0,0
052989,datasets\processed\celeba\images\052989.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,1,1
052990,datasets\processed\celeba\images\052990.jpg,celeba,facial_attributes,unassigned,0,0,1,1,0,0,1,0
