image_id,image_path,dataset_name,task,split,acne_severity
levle0_358,datasets\raw\acne04\JPEGImages\levle0_358.jpg,acne04,acne_severity,unassigned,0
levle0_359,datasets\raw\acne04\JPEGImages\levle0_359.jpg,acne04,acne_severity,unassigned,0
levle0_36,datasets\raw\acne04\JPEGImages\levle0_36.jpg,acne04,acne_severity,unassigned,0
levle0_360,datasets\raw\acne04\JPEGImages\levle0_360.jpg,acne04,acne_severity,unassigned,0
levle0_361,datasets\raw\acne04\JPEGImages\levle0_361.jpg,acne04,acne_severity,unassigned,0
levle0_362,datasets\raw\acne04\JPEGImages\levle0_362.jpg,acne04,acne_severity,unassigned,0
levle0_363,datasets\raw\acne04\JPEGImages\levle0_363.jpg,acne04,acne_severity,unassigned,0
levle0_364,datasets\raw\acne04\JPEGImages\levle0_364.jpg,acne04,acne_severity,unassigned,0
levle0_365,datasets\raw\acne04\JPEGImages\levle0_365.jpg,acne04,acne_severity,unassigned,0
levle0_366,datasets\raw\acne04\JPEGImages\levle0_366.jpg,acne04,acne_severity,unassigned,0
levle0_367,datasets\raw\acne04\JPEGImages\levle0_367.jpg,acne04,acne_severity,unassigned,0
levle0_368,datasets\raw\acne04\JPEGImages\levle0_368.jpg,acne04,acne_severity,unassigned,0
levle0_37,datasets\raw\acne04\JPEGImages\levle0_37.jpg,acne04,acne_severity,unassigned,0
levle0_371,datasets\raw\acne04\JPEGImages\levle0_371.jpg,acne04,acne_severity,unassigned,0
levle0_372,datasets\raw\acne04\JPEGImages\levle0_372.jpg,acne04,acne_severity,unassigned,0
levle0_373,datasets\raw\acne04\JPEGImages\levle0_373.jpg,acne04,acne_severity,unassigned,0
levle0_374,datasets\raw\acne04\JPEGImages\levle0_374.jpg,acne04,acne_severity,unassigned,0
levle0_375,datasets\raw\acne04\JPEGImages\levle0_375.jpg,acne04,acne_severity,unassigned,0
levle0_376,datasets\raw\acne04\JPEGImages\levle0_376.jpg,acne04,acne_severity,unassigned,0
levle0_377,datasets\raw\acne04\JPEGImages\levle0_377.jpg,acne04,acne_severity,unassigned,0
levle0_378,datasets\raw\acne04\JPEGImages\levle0_378.jpg,acne04,acne_severity,unassigned,0
levle0_379,datasets\raw\acne04\JPEGImages\levle0_379.jpg,acne04,acne_severity,unassigned,0
levle0_38,datasets\raw\acne04\JPEGImages\levle0_38.jpg,acne04,acne_severity,unassigned,0
levle0_380,datasets\raw\acne04\JPEGImages\levle0_380.jpg,acne04,acne_severity,unassigned,0
levle0_381,datasets\raw\acne04\JPEGImages\levle0_381.jpg,acne04,acne_severity,unassigned,0
levle0_382,datasets\raw\acne04\JPEGImages\levle0_382.jpg,acne04,acne_severity,unassigned,0
levle0_383,datasets\raw\acne04\JPEGImages\levle0_383.jpg,acne04,acne_severity,unassigned,0
levle0_384,datasets\raw\acne04\JPEGImages\levle0_384.jpg,acne04,acne_severity,unassigned,0
levle0_385,datasets\raw\acne04\JPEGImages\levle0_385.jpg,acne04,acne_severity,unassigned,0
levle0_386,datasets\raw\acne04\JPEGImages\levle0_386.jpg,acne04,acne_severity,unassigned,0
levle0_387,datasets\raw\acne04\JPEGImages\levle0_387.jpg,acne04,acne_severity,unassigned,0
levle0_388,datasets\raw\acne04\JPEGImages\levle0_388.jpg,acne04,acne_severity,unassigned,0
levle0_389,datasets\raw\acne04\JPEGImages\levle0_389.jpg,acne04,acne_severity,unassigned,0
levle0_39,datasets\raw\acne04\JPEGImages\levle0_39.jpg,acne04,acne_severity,unassigned,0
levle0_390,datasets\raw\acne04\JPEGImages\levle0_390.jpg,acne04,acne_severity,unassigned,0
levle0_391,datasets\raw\acne04\JPEGImages\levle0_391.jpg,acne04,acne_severity,unassigned,0
levle0_392,datasets\raw\acne04\JPEGImages\levle0_392.jpg,acne04,acne_severity,unassigned,0
levle0_393,datasets\raw\acne04\JPEGImages\levle0_393.jpg,acne04,acne_severity,unassigned,0
levle0_394,datasets\raw\acne04\JPEGImages\levle0_394.jpg,acne04,acne_severity,unassigned,0
levle0_395,datasets\raw\acne04\JPEGImages\levle0_395.jpg,acne04,acne_severity,unassigned,0
levle0_396,datasets\raw\acne04\JPEGImages\levle0_396.jpg,acne04,acne_severity,unassigned,0
levle0_397,datasets\raw\acne04\JPEGImages\levle0_397.jpg,acne04,acne_severity,unassigned,0
levle0_398,datasets\raw\acne04\JPEGImages\levle0_398.jpg,acne04,acne_severity,unassigned,0
levle0_399,datasets\raw\acne04\JPEGImages\levle0_399.jpg,acne04,acne_severity,unassigned,0
levle0_4,datasets\raw\acne04\JPEGImages\levle0_4.jpg,acne04,acne_severity,unassigned,0
levle0_40,datasets\raw\acne04\JPEGImages\levle0_40.jpg,acne04,acne_severity,unassigned,0
levle0_400,datasets\raw\acne04\JPEGImages\levle0_400.jpg,acne04,acne_severity,unassigned,0
levle0_401,datasets\raw\acne04\JPEGImages\levle0_401.jpg,acne04,acne_severity,unassigned,0
levle0_402,datasets\raw\acne04\JPEGImages\levle0_402.jpg,acne04,acne_severity,unassigned,0
levle0_403,datasets\raw\acne04\JPEGImages\levle0_403.jpg,acne04,acne_severity,unassigned,0
levle0_404,datasets\raw\acne04\JPEGImages\levle0_404.jpg,acne04,acne_severity,unassigned,0
levle0_405,datasets\raw\acne04\JPEGImages\levle0_405.jpg,acne04,acne_severity,unassigned,0
levle0_406,datasets\raw\acne04\JPEGImages\levle0_406.jpg,acne04,acne_severity,unassigned,0
levle0_407,datasets\raw\acne04\JPEGImages\levle0_407.jpg,acne04,acne_severity,unassigned,0
levle0_409,datasets\raw\acne04\JPEGImages\levle0_409.jpg,acne04,acne_severity,unassigned,0
levle0_41,datasets\raw\acne04\JPEGImages\levle0_41.jpg,acne04,acne_severity,unassigned,0
levle0_410,datasets\raw\acne04\JPEGImages\levle0_410.jpg,acne04,acne_severity,unassigned,0
levle0_411,datasets\raw\acne04\JPEGImages\levle0_411.jpg,acne04,acne_severity,unassigned,0
levle0_412,datasets\raw\acne04\JPEGImages\levle0_412.jpg,acne04,acne_severity,unassigned,0
levle0_413,datasets\raw\acne04\JPEGImages\levle0_413.jpg,acne04,acne_severity,unassigned,0
levle0_414,datasets\raw\acne04\JPEGImages\levle0_414.jpg,acne04,acne_severity,unassigned,0
levle0_415,datasets\raw\acne04\JPEGImages\levle0_415.jpg,acne04,acne_severity,unassigned,0
levle0_416,datasets\raw\acne04\JPEGImages\levle0_416.jpg,acne04,acne_severity,unassigned,0
levle0_417,datasets\raw\acne04\JPEGImages\levle0_417.jpg,acne04,acne_severity,unassigned,0
levle0_418,datasets\raw\acne04\JPEGImages\levle0_418.jpg,acne04,acne_severity,unassigned,0
levle0_419,datasets\raw\acne04\JPEGImages\levle0_419.jpg,acne04,acne_severity,unassigned,0
levle0_42,datasets\raw\acne04\JPEGImages\levle0_42.jpg,acne04,acne_severity,unassigned,0
levle0_420,datasets\raw\acne04\JPEGImages\levle0_420.jpg,acne04,acne_severity,unassigned,0
levle0_421,datasets\raw\acne04\JPEGImages\levle0_421.jpg,acne04,acne_severity,unassigned,0
levle0_422,datasets\raw\acne04\JPEGImages\levle0_422.jpg,acne04,acne_severity,unassigned,0
levle0_423,datasets\raw\acne04\JPEGImages\levle0_423.jpg,acne04,acne_severity,unassigned,0
levle0_424,datasets\raw\acne04\JPEGImages\levle0_424.jpg,acne04,acne_severity,unassigned,0
levle0_425,datasets\raw\acne04\JPEGImages\levle0_425.jpg,acne04,acne_severity,unassigned,0
levle0_426,datasets\raw\acne04\JPEGImages\levle0_426.jpg,acne04,acne_severity,unassigned,0
levle0_427,datasets\raw\acne04\JPEGImages\levle0_427.jpg,acne04,acne_severity,unassigned,0
levle0_428,datasets\raw\acne04\JPEGImages\levle0_428.jpg,acne04,acne_severity,unassigned,0
levle0_429,datasets\raw\acne04\JPEGImages\levle0_429.jpg,acne04,acne_severity,unassigned,0
levle0_43,datasets\raw\acne04\JPEGImages\levle0_43.jpg,acne04,acne_severity,unassigned,0
levle0_430,datasets\raw\acne04\JPEGImages\levle0_430.jpg,acne04,acne_severity,unassigned,0
levle0_432,datasets\raw\acne04\JPEGImages\levle0_432.jpg,acne04,acne_severity,unassigned,0
levle0_436,datasets\raw\acne04\JPEGImages\levle0_436.jpg,acne04,acne_severity,unassigned,0
levle0_438,datasets\raw\acne04\JPEGImages\levle0_438.jpg,acne04,acne_severity,unassigned,0
levle0_439,datasets\raw\acne04\JPEGImages\levle0_439.jpg,acne04,acne_severity,unassigned,0
levle0_44,datasets\raw\acne04\JPEGImages\levle0_44.jpg,acne04,acne_severity,unassigned,0
levle0_440,datasets\raw\acne04\JPEGImages\levle0_440.jpg,acne04,acne_severity,unassigned,0
levle0_441,datasets\raw\acne04\JPEGImages\levle0_441.jpg,acne04,acne_severity,unassigned,0
levle0_442,datasets\raw\acne04\JPEGImages\levle0_442.jpg,acne04,acne_severity,unassigned,0
levle0_443,datasets\raw\acne04\JPEGImages\levle0_443.jpg,acne04,acne_severity,unassigned,0
levle0_444,datasets\raw\acne04\JPEGImages\levle0_444.jpg,acne04,acne_severity,unassigned,0
levle0_446,datasets\raw\acne04\JPEGImages\levle0_446.jpg,acne04,acne_severity,unassigned,0
levle0_447,datasets\raw\acne04\JPEGImages\levle0_447.jpg,acne04,acne_severity,unassigned,0
levle0_448,datasets\raw\acne04\JPEGImages\levle0_448.jpg,acne04,acne_severity,unassigned,0
levle0_449,datasets\raw\acne04\JPEGImages\levle0_449.jpg,acne04,acne_severity,unassigned,0
levle0_45,datasets\raw\acne04\JPEGImages\levle0_45.jpg,acne04,acne_severity,unassigned,0
levle0_450,datasets\raw\acne04\JPEGImages\levle0_450.jpg,acne04,acne_severity,unassigned,0
levle0_451,datasets\raw\acne04\JPEGImages\levle0_451.jpg,acne04,acne_severity,unassigned,0
levle0_452,datasets\raw\acne04\JPEGImages\levle0_452.jpg,acne04,acne_severity,unassigned,0
levle0_453,datasets\raw\acne04\JPEGImages\levle0_453.jpg,acne04,acne_severity,unassigned,0
levle0_454,datasets\raw\acne04\JPEGImages\levle0_454.jpg,acne04,acne_severity,unassigned,0
levle0_455,datasets\raw\acne04\JPEGImages\levle0_455.jpg,acne04,acne_severity,unassigned,0
levle0_456,datasets\raw\acne04\JPEGImages\levle0_456.jpg,acne04,acne_severity,unassigned,0
levle0_457,datasets\raw\acne04\JPEGImages\levle0_457.jpg,acne04,acne_severity,unassigned,0
levle0_458,datasets\raw\acne04\JPEGImages\levle0_458.jpg,acne04,acne_severity,unassigned,0
levle0_459,datasets\raw\acne04\JPEGImages\levle0_459.jpg,acne04,acne_severity,unassigned,0
levle0_46,datasets\raw\acne04\JPEGImages\levle0_46.jpg,acne04,acne_severity,unassigned,0
levle0_460,datasets\raw\acne04\JPEGImages\levle0_460.jpg,acne04,acne_severity,unassigned,0
levle0_461,datasets\raw\acne04\JPEGImages\levle0_461.jpg,acne04,acne_severity,unassigned,0
levle0_462,datasets\raw\acne04\JPEGImages\levle0_462.jpg,acne04,acne_severity,unassigned,0
levle0_463,datasets\raw\acne04\JPEGImages\levle0_463.jpg,acne04,acne_severity,unassigned,0
levle0_465,datasets\raw\acne04\JPEGImages\levle0_465.jpg,acne04,acne_severity,unassigned,0
levle0_466,datasets\raw\acne04\JPEGImages\levle0_466.jpg,acne04,acne_severity,unassigned,0
levle0_467,datasets\raw\acne04\JPEGImages\levle0_467.jpg,acne04,acne_severity,unassigned,0
levle0_468,datasets\raw\acne04\JPEGImages\levle0_468.jpg,acne04,acne_severity,unassigned,0
levle0_469,datasets\raw\acne04\JPEGImages\levle0_469.jpg,acne04,acne_severity,unassigned,0
levle0_47,datasets\raw\acne04\JPEGImages\levle0_47.jpg,acne04,acne_severity,unassigned,0
levle0_470,datasets\raw\acne04\JPEGImages\levle0_470.jpg,acne04,acne_severity,unassigned,0
levle0_471,datasets\raw\acne04\JPEGImages\levle0_471.jpg,acne04,acne_severity,unassigned,0
levle0_473,datasets\raw\acne04\JPEGImages\levle0_473.jpg,acne04,acne_severity,unassigned,0
levle0_474,datasets\raw\acne04\JPEGImages\levle0_474.jpg,acne04,acne_severity,unassigned,0
levle0_475,datasets\raw\acne04\JPEGImages\levle0_475.jpg,acne04,acne_severity,unassigned,0
levle0_476,datasets\raw\acne04\JPEGImages\levle0_476.jpg,acne04,acne_severity,unassigned,0
levle0_477,datasets\raw\acne04\JPEGImages\levle0_477.jpg,acne04,acne_severity,unassigned,0
levle0_478,datasets\raw\acne04\JPEGImages\levle0_478.jpg,acne04,acne_severity,unassigned,0
levle0_48,datasets\raw\acne04\JPEGImages\levle0_48.jpg,acne04,acne_severity,unassigned,0
levle0_480,datasets\raw\acne04\JPEGImages\levle0_480.jpg,acne04,acne_severity,unassigned,0
levle0_482,datasets\raw\acne04\JPEGImages\levle0_482.jpg,acne04,acne_severity,unassigned,0
levle0_483,datasets\raw\acne04\JPEGImages\levle0_483.jpg,acne04,acne_severity,unassigned,0
levle0_484,datasets\raw\acne04\JPEGImages\levle0_484.jpg,acne04,acne_severity,unassigned,0
levle0_485,datasets\raw\acne04\JPEGImages\levle0_485.jpg,acne04,acne_severity,unassigned,0
levle0_486,datasets\raw\acne04\JPEGImages\levle0_486.jpg,acne04,acne_severity,unassigned,0
levle0_487,datasets\raw\acne04\JPEGImages\levle0_487.jpg,acne04,acne_severity,unassigned,0
levle0_488,datasets\raw\acne04\JPEGImages\levle0_488.jpg,acne04,acne_severity,unassigned,0
levle0_489,datasets\raw\acne04\JPEGImages\levle0_489.jpg,acne04,acne_severity,unassigned,0
levle0_49,datasets\raw\acne04\JPEGImages\levle0_49.jpg,acne04,acne_severity,unassigned,0
levle0_491,datasets\raw\acne04\JPEGImages\levle0_491.jpg,acne04,acne_severity,unassigned,0
levle0_492,datasets\raw\acne04\JPEGImages\levle0_492.jpg,acne04,acne_severity,unassigned,0
levle0_493,datasets\raw\acne04\JPEGImages\levle0_493.jpg,acne04,acne_severity,unassigned,0
levle0_494,datasets\raw\acne04\JPEGImages\levle0_494.jpg,acne04,acne_severity,unassigned,0
levle0_495,datasets\raw\acne04\JPEGImages\levle0_495.jpg,acne04,acne_severity,unassigned,0
levle0_496,datasets\raw\acne04\JPEGImages\levle0_496.jpg,acne04,acne_severity,unassigned,0
levle0_497,datasets\raw\acne04\JPEGImages\levle0_497.jpg,acne04,acne_severity,unassigned,0
levle0_498,datasets\raw\acne04\JPEGImages\levle0_498.jpg,acne04,acne_severity,unassigned,0
levle0_499,datasets\raw\acne04\JPEGImages\levle0_499.jpg,acne04,acne_severity,unassigned,0
levle0_5,datasets\raw\acne04\JPEGImages\levle0_5.jpg,acne04,acne_severity,unassigned,0
levle0_50,datasets\raw\acne04\JPEGImages\levle0_50.jpg,acne04,acne_severity,unassigned,0
levle0_501,datasets\raw\acne04\JPEGImages\levle0_501.jpg,acne04,acne_severity,unassigned,0
levle0_503,datasets\raw\acne04\JPEGImages\levle0_503.jpg,acne04,acne_severity,unassigned,0
levle0_504,datasets\raw\acne04\JPEGImages\levle0_504.jpg,acne04,acne_severity,unassigned,0
levle0_505,datasets\raw\acne04\JPEGImages\levle0_505.jpg,acne04,acne_severity,unassigned,0
levle0_506,datasets\raw\acne04\JPEGImages\levle0_506.jpg,acne04,acne_severity,unassigned,0
levle0_507,datasets\raw\acne04\JPEGImages\levle0_507.jpg,acne04,acne_severity,unassigned,0
levle0_508,datasets\raw\acne04\JPEGImages\levle0_508.jpg,acne04,acne_severity,unassigned,0
levle0_509,datasets\raw\acne04\JPEGImages\levle0_509.jpg,acne04,acne_severity,unassigned,0
levle0_51,datasets\raw\acne04\JPEGImages\levle0_51.jpg,acne04,acne_severity,unassigned,0
levle0_510,datasets\raw\acne04\JPEGImages\levle0_510.jpg,acne04,acne_severity,unassigned,0
levle0_511,datasets\raw\acne04\JPEGImages\levle0_511.jpg,acne04,acne_severity,unassigned,0
levle0_512,datasets\raw\acne04\JPEGImages\levle0_512.jpg,acne04,acne_severity,unassigned,0
levle0_513,datasets\raw\acne04\JPEGImages\levle0_513.jpg,acne04,acne_severity,unassigned,0
levle0_514,datasets\raw\acne04\JPEGImages\levle0_514.jpg,acne04,acne_severity,unassigned,0
levle0_515,datasets\raw\acne04\JPEGImages\levle0_515.jpg,acne04,acne_severity,unassigned,0
levle0_516,datasets\raw\acne04\JPEGImages\levle0_516.jpg,acne04,acne_severity,unassigned,0
levle0_517,datasets\raw\acne04\JPEGImages\levle0_517.jpg,acne04,acne_severity,unassigned,0
levle0_518,datasets\raw\acne04\JPEGImages\levle0_518.jpg,acne04,acne_severity,unassigned,0
levle0_519,datasets\raw\acne04\JPEGImages\levle0_519.jpg,acne04,acne_severity,unassigned,0
levle0_52,datasets\raw\acne04\JPEGImages\levle0_52.jpg,acne04,acne_severity,unassigned,0
levle0_520,datasets\raw\acne04\JPEGImages\levle0_520.jpg,acne04,acne_severity,unassigned,0
levle0_521,datasets\raw\acne04\JPEGImages\levle0_521.jpg,acne04,acne_severity,unassigned,0
levle0_522,datasets\raw\acne04\JPEGImages\levle0_522.jpg,acne04,acne_severity,unassigned,0
levle0_523,datasets\raw\acne04\JPEGImages\levle0_523.jpg,acne04,acne_severity,unassigned,0
levle0_524,datasets\raw\acne04\JPEGImages\levle0_524.jpg,acne04,acne_severity,unassigned,0
levle0_526,datasets\raw\acne04\JPEGImages\levle0_526.jpg,acne04,acne_severity,unassigned,0
levle0_527,datasets\raw\acne04\JPEGImages\levle0_527.jpg,acne04,acne_severity,unassigned,0
levle0_528,datasets\raw\acne04\JPEGImages\levle0_528.jpg,acne04,acne_severity,unassigned,0
levle0_529,datasets\raw\acne04\JPEGImages\levle0_529.jpg,acne04,acne_severity,unassigned,0
levle0_53,datasets\raw\acne04\JPEGImages\levle0_53.jpg,acne04,acne_severity,unassigned,0
levle0_530,datasets\raw\acne04\JPEGImages\levle0_530.jpg,acne04,acne_severity,unassigned,0
levle0_531,datasets\raw\acne04\JPEGImages\levle0_531.jpg,acne04,acne_severity,unassigned,0
levle0_532,datasets\raw\acne04\JPEGImages\levle0_532.jpg,acne04,acne_severity,unassigned,0
levle0_54,datasets\raw\acne04\JPEGImages\levle0_54.jpg,acne04,acne_severity,unassigned,0
levle0_55,datasets\raw\acne04\JPEGImages\levle0_55.jpg,acne04,acne_severity,unassigned,0
levle0_56,datasets\raw\acne04\JPEGImages\levle0_56.jpg,acne04,acne_severity,unassigned,0
levle0_57,datasets\raw\acne04\JPEGImages\levle0_57.jpg,acne04,acne_severity,unassigned,0
levle0_58,datasets\raw\acne04\JPEGImages\levle0_58.jpg,acne04,acne_severity,unassigned,0
levle0_59,datasets\raw\acne04\JPEGImages\levle0_59.jpg,acne04,acne_severity,unassigned,0
levle0_6,datasets\raw\acne04\JPEGImages\levle0_6.jpg,acne04,acne_severity,unassigned,0
levle0_60,datasets\raw\acne04\JPEGImages\levle0_60.jpg,acne04,acne_severity,unassigned,0
levle0_61,datasets\raw\acne04\JPEGImages\levle0_61.jpg,acne04,acne_severity,unassigned,0
levle0_62,datasets\raw\acne04\JPEGImages\levle0_62.jpg,acne04,acne_severity,unassigned,0
levle0_63,datasets\raw\acne04\JPEGImages\levle0_63.jpg,acne04,acne_severity,unassigned,0
levle0_64,datasets\raw\acne04\JPEGImages\levle0_64.jpg,acne04,acne_severity,unassigned,0
levle0_66,datasets\raw\acne04\JPEGImages\levle0_66.jpg,acne04,acne_severity,unassigned,0
levle0_67,datasets\raw\acne04\JPEGImages\levle0_67.jpg,acne04,acne_severity,unassigned,0
levle0_68,datasets\raw\acne04\JPEGImages\levle0_68.jpg,acne04,acne_severity,unassigned,0
levle0_69,datasets\raw\acne04\JPEGImages\levle0_69.jpg,acne04,acne_severity,unassigned,0
levle0_7,datasets\raw\acne04\JPEGImages\levle0_7.jpg,acne04,acne_severity,unassigned,0
levle0_70,datasets\raw\acne04\JPEGImages\levle0_70.jpg,acne04,acne_severity,unassigned,0
levle0_72,datasets\raw\acne04\JPEGImages\levle0_72.jpg,acne04,acne_severity,unassigned,0
levle0_73,datasets\raw\acne04\JPEGImages\levle0_73.jpg,acne04,acne_severity,unassigned,0
levle0_74,datasets\raw\acne04\JPEGImages\levle0_74.jpg,acne04,acne_severity,unassigned,0
levle0_75,datasets\raw\acne04\JPEGImages\levle0_75.jpg,acne04,acne_severity,unassigned,0
levle0_76,datasets\raw\acne04\JPEGImages\levle0_76.jpg,acne04,acne_severity,unassigned,0
levle0_77,datasets\raw\acne04\JPEGImages\levle0_77.jpg,acne04,acne_severity,unassigned,0
levle0_78,datasets\raw\acne04\JPEGImages\levle0_78.jpg,acne04,acne_severity,unassigned,0
levle0_79,datasets\raw\acne04\JPEGImages\levle0_79.jpg,acne04,acne_severity,unassigned,0
levle0_8,datasets\raw\acne04\JPEGImages\levle0_8.jpg,acne04,acne_severity,unassigned,0
levle0_80,datasets\raw\acne04\JPEGImages\levle0_80.jpg,acne04,acne_severity,unassigned,0
levle0_81,datasets\raw\acne04\JPEGImages\levle0_81.jpg,acne04,acne_severity,unassigned,0
levle0_82,datasets\raw\acne04\JPEGImages\levle0_82.jpg,acne04,acne_severity,unassigned,0
levle0_83,datasets\raw\acne04\JPEGImages\levle0_83.jpg,acne04,acne_severity,unassigned,0
levle0_85,datasets\raw\acne04\JPEGImages\levle0_85.jpg,acne04,acne_severity,unassigned,0
levle0_86,datasets\raw\acne04\JPEGImages\levle0_86.jpg,acne04,acne_severity,unassigned,0
levle0_87,datasets\raw\acne04\JPEGImages\levle0_87.jpg,acne04,acne_severity,unassigned,0
levle0_88,datasets\raw\acne04\JPEGImages\levle0_88.jpg,acne04,acne_severity,unassigned,0
levle0_89,datasets\raw\acne04\JPEGImages\levle0_89.jpg,acne04,acne_severity,unassigned,0
levle0_9,datasets\raw\acne04\JPEGImages\levle0_9.jpg,acne04,acne_severity,unassigned,0
levle0_90,datasets\raw\acne04\JPEGImages\levle0_90.jpg,acne04,acne_severity,unassigned,0
levle0_91,datasets\raw\acne04\JPEGImages\levle0_91.jpg,acne04,acne_severity,unassigned,0
levle0_92,datasets\raw\acne04\JPEGImages\levle0_92.jpg,acne04,acne_severity,unassigned,0
levle0_94,datasets\raw\acne04\JPEGImages\levle0_94.jpg,acne04,acne_severity,unassigned,0
levle0_95,datasets\raw\acne04\JPEGImages\levle0_95.jpg,acne04,acne_severity,unassigned,0
levle0_96,datasets\raw\acne04\JPEGImages\levle0_96.jpg,acne04,acne_severity,unassigned,0
levle0_97,datasets\raw\acne04\JPEGImages\levle0_97.jpg,acne04,acne_severity,unassigned,0
levle0_98,datasets\raw\acne04\JPEGImages\levle0_98.jpg,acne04,acne_severity,unassigned,0
levle0_99,datasets\raw\acne04\JPEGImages\levle0_99.jpg,acne04,acne_severity,unassigned,0
levle1_0,datasets\raw\acne04\JPEGImages\levle1_0.jpg,acne04,acne_severity,unassigned,1
levle1_1,datasets\raw\acne04\JPEGImages\levle1_1.jpg,acne04,acne_severity,unassigned,1
levle1_10,datasets\raw\acne04\JPEGImages\levle1_10.jpg,acne04,acne_severity,unassigned,1
levle1_100,datasets\raw\acne04\JPEGImages\levle1_100.jpg,acne04,acne_severity,unassigned,1
levle1_101,datasets\raw\acne04\JPEGImages\levle1_101.jpg,acne04,acne_severity,unassigned,1
levle1_102,datasets\raw\acne04\JPEGImages\levle1_102.jpg,acne04,acne_severity,unassigned,1
levle1_103,datasets\raw\acne04\JPEGImages\levle1_103.jpg,acne04,acne_severity,unassigned,1
levle1_104,datasets\raw\acne04\JPEGImages\levle1_104.jpg,acne04,acne_severity,unassigned,1
levle1_105,datasets\raw\acne04\JPEGImages\levle1_105.jpg,acne04,acne_severity,unassigned,1
levle1_106,datasets\raw\acne04\JPEGImages\levle1_106.jpg,acne04,acne_severity,unassigned,1
levle1_107,datasets\raw\acne04\JPEGImages\levle1_107.jpg,acne04,acne_severity,unassigned,1
levle1_108,datasets\raw\acne04\JPEGImages\levle1_108.jpg,acne04,acne_severity,unassigned,1
levle1_109,datasets\raw\acne04\JPEGImages\levle1_109.jpg,acne04,acne_severity,unassigned,1
levle1_11,datasets\raw\acne04\JPEGImages\levle1_11.jpg,acne04,acne_severity,unassigned,1
levle1_110,datasets\raw\acne04\JPEGImages\levle1_110.jpg,acne04,acne_severity,unassigned,1
levle1_111,datasets\raw\acne04\JPEGImages\levle1_111.jpg,acne04,acne_severity,unassigned,1
levle1_112,datasets\raw\acne04\JPEGImages\levle1_112.jpg,acne04,acne_severity,unassigned,1
levle1_113,datasets\raw\acne04\JPEGImages\levle1_113.jpg,acne04,acne_severity,unassigned,1
levle1_114,datasets\raw\acne04\JPEGImages\levle1_114.jpg,acne04,acne_severity,unassigned,1
levle1_115,datasets\raw\acne04\JPEGImages\levle1_115.jpg,acne04,acne_severity,unassigned,1
levle1_116,datasets\raw\acne04\JPEGImages\levle1_116.jpg,acne04,acne_severity,unassigned,1
levle1_117,datasets\raw\acne04\JPEGImages\levle1_117.jpg,acne04,acne_severity,unassigned,1
levle1_118,datasets\raw\acne04\JPEGImages\levle1_118.jpg,acne04,acne_severity,unassigned,1
levle1_119,datasets\raw\acne04\JPEGImages\levle1_119.jpg,acne04,acne_severity,unassigned,1
levle1_12,datasets\raw\acne04\JPEGImages\levle1_12.jpg,acne04,acne_severity,unassigned,1
levle1_120,datasets\raw\acne04\JPEGImages\levle1_120.jpg,acne04,acne_severity,unassigned,1
levle1_121,datasets\raw\acne04\JPEGImages\levle1_121.jpg,acne04,acne_severity,unassigned,1
levle1_122,datasets\raw\acne04\JPEGImages\levle1_122.jpg,acne04,acne_severity,unassigned,1
levle1_123,datasets\raw\acne04\JPEGImages\levle1_123.jpg,acne04,acne_severity,unassigned,1
levle1_124,datasets\raw\acne04\JPEGImages\levle1_124.jpg,acne04,acne_severity,unassigned,1
levle1_125,datasets\raw\acne04\JPEGImages\levle1_125.jpg,acne04,acne_severity,unassigned,1
levle1_126,datasets\raw\acne04\JPEGImages\levle1_126.jpg,acne04,acne_severity,unassigned,1
levle1_127,datasets\raw\acne04\JPEGImages\levle1_127.jpg,acne04,acne_severity,unassigned,1
levle1_128,datasets\raw\acne04\JPEGImages\levle1_128.jpg,acne04,acne_severity,unassigned,1
levle1_129,datasets\raw\acne04\JPEGImages\levle1_129.jpg,acne04,acne_severity,unassigned,1
levle1_13,datasets\raw\acne04\JPEGImages\levle1_13.jpg,acne04,acne_severity,unassigned,1
levle1_130,datasets\raw\acne04\JPEGImages\levle1_130.jpg,acne04,acne_severity,unassigned,1
levle1_131,datasets\raw\acne04\JPEGImages\levle1_131.jpg,acne04,acne_severity,unassigned,1
levle1_132,datasets\raw\acne04\JPEGImages\levle1_132.jpg,acne04,acne_severity,unassigned,1
levle1_133,datasets\raw\acne04\JPEGImages\levle1_133.jpg,acne04,acne_severity,unassigned,1
levle1_134,datasets\raw\acne04\JPEGImages\levle1_134.jpg,acne04,acne_severity,unassigned,1
levle1_135,datasets\raw\acne04\JPEGImages\levle1_135.jpg,acne04,acne_severity,unassigned,1
levle1_136,datasets\raw\acne04\JPEGImages\levle1_136.jpg,acne04,acne_severity,unassigned,1
levle1_137,datasets\raw\acne04\JPEGImages\levle1_137.jpg,acne04,acne_severity,unassigned,1
levle1_138,datasets\raw\acne04\JPEGImages\levle1_138.jpg,acne04,acne_severity,unassigned,1
levle1_139,datasets\raw\acne04\JPEGImages\levle1_139.jpg,acne04,acne_severity,unassigned,1
levle1_14,datasets\raw\acne04\JPEGImages\levle1_14.jpg,acne04,acne_severity,unassigned,1
levle1_140,datasets\raw\acne04\JPEGImages\levle1_140.jpg,acne04,acne_severity,unassigned,1
levle1_141,datasets\raw\acne04\JPEGImages\levle1_141.jpg,acne04,acne_severity,unassigned,1
levle1_142,datasets\raw\acne04\JPEGImages\levle1_142.jpg,acne04,acne_severity,unassigned,1
