image_id,image_path,dataset_name,task,split,fitzpatrick_scale,fitzpatrick_centaur,label,nine_partition_label,three_partition_label,qc,url,url_alphanum
3230b6596c0a08c1acac77347937012c,datasets\raw\fitzpatrick17k\images\3230b6596c0a08c1acac77347937012c.jpg,fitzpatrick17k,skin_tone,unassigned,2,1,acne vulgaris,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris237.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacnevulgarisacnevulgaris237jpg.jpg
fc5744a249305e3081c29ad0d9568cbd,datasets\raw\fitzpatrick17k\images\fc5744a249305e3081c29ad0d9568cbd.jpg,fitzpatrick17k,skin_tone,unassigned,1,1,porokeratosis actinic,benign epidermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/k/keratosis_solar/keratosis_solar19.jpg,httpwwwdermaamincomsiteimagesclinicalpickkeratosissolarkeratosissolar19jpg.jpg
7c360114005de64755a6312987427308,datasets\raw\fitzpatrick17k\images\7c360114005de64755a6312987427308.jpg,fitzpatrick17k,skin_tone,unassigned,3,1,neutrophilic dermatoses,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/sweet-syndrome/sweet-syndrome9.jpg,httpwwwdermaamincomsiteimagesclinicalpicssweetsyndromesweetsyndrome9jpg.jpg
4041e06feb46376fc77b59faf7bb1c09,datasets\raw\fitzpatrick17k\images\4041e06feb46376fc77b59faf7bb1c09.jpg,fitzpatrick17k,skin_tone,unassigned,2,2,epidermolysis bullosa,genodermatoses,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/e/epidermolysis_bullosa_simplex_of_weber_cockayne_type/epidermolysis_bullosa_simplex_of_weber_cockayne_type8.jpg,httpwwwdermaamincomsiteimagesclinicalpiceepidermolysisbullosasimplexofwebercockaynetypeepidermolysisbullosasimplexofwebercockaynetype8jpg.jpg
29a7e617a0583d27c35ebbe5055af78a,datasets\raw\fitzpatrick17k\images\29a7e617a0583d27c35ebbe5055af78a.jpg,fitzpatrick17k,skin_tone,unassigned,4,3,lichen simplex,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/L/lichen_simplex/lichen_simplex14.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlichensimplexlichensimplex14jpg.jpg
452c4274513089cbd75ac874e8f61a85,datasets\raw\fitzpatrick17k\images\452c4274513089cbd75ac874e8f61a85.jpg,fitzpatrick17k,skin_tone,unassigned,5,4,scleroderma,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/m/morphea/morphea8.jpg,httpwwwdermaamincomsiteimagesclinicalpicmmorpheamorphea8jpg.jpg
d205e2b59a5fb82722a645301506a14d,datasets\raw\fitzpatrick17k\images\d205e2b59a5fb82722a645301506a14d.jpg,fitzpatrick17k,skin_tone,unassigned,3,1,erythema multiforme,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/e/erythema_multiforme/erythema_multiforme14.jpg,httpwwwdermaamincomsiteimagesclinicalpiceerythemamultiformeerythemamultiforme14jpg.jpg
f391d38b94334234942a68f5f52433f9,datasets\raw\fitzpatrick17k\images\f391d38b94334234942a68f5f52433f9.jpg,fitzpatrick17k,skin_tone,unassigned,4,-1,mucous cyst,benign dermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/m/mucocele/mucocele20.jpg,httpwwwdermaamincomsiteimagesclinicalpicmmucocelemucocele20jpg.jpg
61d57384b04bc364864fb573617bbab8,datasets\raw\fitzpatrick17k\images\61d57384b04bc364864fb573617bbab8.jpg,fitzpatrick17k,skin_tone,unassigned,3,1,stevens johnson syndrome,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/stephen-johnson-syndrome/stephen-johnson-syndrome71.jpg,httpwwwdermaamincomsiteimagesclinicalpicsstephenjohnsonsyndromestephenjohnsonsyndrome71jpg.jpg
09b035332fbd999ecc2f1b7fb229c093,datasets\raw\fitzpatrick17k\images\09b035332fbd999ecc2f1b7fb229c093.jpg,fitzpatrick17k,skin_tone,unassigned,2,3,porokeratosis of mibelli,benign epidermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/p/porokeratosis_of_mibelli/porokeratosis_of_mibelli33.jpg,httpwwwdermaamincomsiteimagesclinicalpicpporokeratosisofmibelliporokeratosisofmibelli33jpg.jpg
e310beb83f8db6dc3762aa3184236f2a,datasets\raw\fitzpatrick17k\images\e310beb83f8db6dc3762aa3184236f2a.jpg,fitzpatrick17k,skin_tone,unassigned,-1,-1,nevus sebaceous of jadassohn,benign epidermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/n/nevus-sebaceous-of-jadassohn/nevus-sebaceous-of-jadassohn50.jpg,httpwwwdermaamincomsiteimagesclinicalpicnnevussebaceousofjadassohnnevussebaceousofjadassohn50jpg.jpg
6bc4be104e5e271fa468510d6bf54746,datasets\raw\fitzpatrick17k\images\6bc4be104e5e271fa468510d6bf54746.jpg,fitzpatrick17k,skin_tone,unassigned,2,1,lichen planus,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/t/trauma/trauma5.jpg,httpwwwdermaamincomsiteimagesclinicalpicttraumatrauma5jpg.jpg
a795f04734849b702184bd729ab765ce,datasets\raw\fitzpatrick17k\images\a795f04734849b702184bd729ab765ce.jpg,fitzpatrick17k,skin_tone,unassigned,2,2,mycosis fungoides,malignant cutaneous lymphoma,malignant,,https://www.dermaamin.com/site/images/clinical-pic/m/mycosis-fongoide/mycosis-fongoide76.jpg,httpwwwdermaamincomsiteimagesclinicalpicmmycosisfongoidemycosisfongoide76jpg.jpg
64e39d9318f8c3c1eeab4b6ec94c7aa4,datasets\raw\fitzpatrick17k\images\64e39d9318f8c3c1eeab4b6ec94c7aa4.jpg,fitzpatrick17k,skin_tone,unassigned,3,3,erythema multiforme,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/e/erythema_multiforme/erythema_multiforme27.jpg,httpwwwdermaamincomsiteimagesclinicalpiceerythemamultiformeerythemamultiforme27jpg.jpg
5690d4f4d02297432243c1bcc4ded142,datasets\raw\fitzpatrick17k\images\5690d4f4d02297432243c1bcc4ded142.jpg,fitzpatrick17k,skin_tone,unassigned,1,2,acne vulgaris,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris73.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacnevulgarisacnevulgaris73jpg.jpg
c573d761db9d07bb2307e31f11fde562,datasets\raw\fitzpatrick17k\images\c573d761db9d07bb2307e31f11fde562.jpg,fitzpatrick17k,skin_tone,unassigned,6,6,pityriasis rubra pilaris,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/pityriasis_rubra_pilaris/pityriasis_rubra_pilaris48.jpg,httpwwwdermaamincomsiteimagesclinicalpicppityriasisrubrapilarispityriasisrubrapilaris48jpg.jpg
497eceb8d6681e1a7335546beeaf931d,datasets\raw\fitzpatrick17k\images\497eceb8d6681e1a7335546beeaf931d.jpg,fitzpatrick17k,skin_tone,unassigned,4,4,neurofibromatosis,genodermatoses,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/n/neurofibromatosis-von-reckling-hausen-syndrome/neurofibromatosis-von-reckling-hausen-syndrome47.jpg,httpwwwdermaamincomsiteimagesclinicalpicnneurofibromatosisvonrecklinghausensyndromeneurofibromatosisvonrecklinghausensyndrome47jpg.jpg
3e53e7a889cac53dd215f3b1c803beaa,datasets\raw\fitzpatrick17k\images\3e53e7a889cac53dd215f3b1c803beaa.jpg,fitzpatrick17k,skin_tone,unassigned,1,1,photodermatoses,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/J/juvenile-springe-ruption/juvenile-springe-ruption7.jpg,httpwwwdermaamincomsiteimagesclinicalpicJjuvenilespringeruptionjuvenilespringeruption7jpg.jpg
1060b777b7875b0bc3b8e1d4d5c21a6c,datasets\raw\fitzpatrick17k\images\1060b777b7875b0bc3b8e1d4d5c21a6c.jpg,fitzpatrick17k,skin_tone,unassigned,3,2,naevus comedonicus,benign epidermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/n/naevus_comedonicus/naevus_comedonicus22.jpg,httpwwwdermaamincomsiteimagesclinicalpicnnaevuscomedonicusnaevuscomedonicus22jpg.jpg
bb814584ad715755d1ea9556fd8c822d,datasets\raw\fitzpatrick17k\images\bb814584ad715755d1ea9556fd8c822d.jpg,fitzpatrick17k,skin_tone,unassigned,-1,4,halo nevus,benign melanocyte,benign,,https://www.dermaamin.com/site/images/clinical-pic/h/halo_naevus/halo_naevus27.jpg,httpwwwdermaamincomsiteimagesclinicalpichhalonaevushalonaevus27jpg.jpg
8bad7346e145eedbce83aee080ab22c7,datasets\raw\fitzpatrick17k\images\8bad7346e145eedbce83aee080ab22c7.jpg,fitzpatrick17k,skin_tone,unassigned,1,1,granuloma pyogenic,benign dermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/g/granuloma_pyogenicum/granuloma_pyogenicum20.jpg,httpwwwdermaamincomsiteimagesclinicalpicggranulomapyogenicumgranulomapyogenicum20jpg.jpg
ba87a045fe506cad95551e6644f0cc39,datasets\raw\fitzpatrick17k\images\ba87a045fe506cad95551e6644f0cc39.jpg,fitzpatrick17k,skin_tone,unassigned,3,1,lichen simplex,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/c/chicken_pox/chicken_pox3.jpg,httpwwwdermaamincomsiteimagesclinicalpiccchickenpoxchickenpox3jpg.jpg
8e77826c2b1b6c94db49e8005a0f64e9,datasets\raw\fitzpatrick17k\images\8e77826c2b1b6c94db49e8005a0f64e9.jpg,fitzpatrick17k,skin_tone,unassigned,3,2,drug induced pigmentary changes,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/h/hypopigmented_macule/hypopigmented_macule7.jpg,httpwwwdermaamincomsiteimagesclinicalpichhypopigmentedmaculehypopigmentedmacule7jpg.jpg
97d2eb0a5f487bf6428df978898fff4d,datasets\raw\fitzpatrick17k\images\97d2eb0a5f487bf6428df978898fff4d.jpg,fitzpatrick17k,skin_tone,unassigned,2,1,actinic keratosis,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/e/elastosis/elastosis5.jpg,httpwwwdermaamincomsiteimagesclinicalpiceelastosiselastosis5jpg.jpg
38fc7915f61e88550a34fbb3ab44f168,datasets\raw\fitzpatrick17k\images\38fc7915f61e88550a34fbb3ab44f168.jpg,fitzpatrick17k,skin_tone,unassigned,3,1,granuloma annulare,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/g/granuloma_annulare/granuloma_annulare32.jpg,httpwwwdermaamincomsiteimagesclinicalpicggranulomaannularegranulomaannulare32jpg.jpg
a3636876ca1f018346d94d051e304188,datasets\raw\fitzpatrick17k\images\a3636876ca1f018346d94d051e304188.jpg,fitzpatrick17k,skin_tone,unassigned,3,3,allergic contact dermatitis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/I/irritant-contact-dermatitis/irritant-contact-dermatitis14.jpg,httpwwwdermaamincomsiteimagesclinicalpicIirritantcontactdermatitisirritantcontactdermatitis14jpg.jpg
d7354dfe7cfed6fa01d2ba5268ce6ebd,datasets\raw\fitzpatrick17k\images\d7354dfe7cfed6fa01d2ba5268ce6ebd.jpg,fitzpatrick17k,skin_tone,unassigned,2,1,incontinentia pigmenti,genodermatoses,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/I/incontinentia_pigmenti/incontinentia_pigmenti21.jpg,httpwwwdermaamincomsiteimagesclinicalpicIincontinentiapigmentiincontinentiapigmenti21jpg.jpg
21f1e3ac8e545e1c28ac3d619360d6cd,datasets\raw\fitzpatrick17k\images\21f1e3ac8e545e1c28ac3d619360d6cd.jpg,fitzpatrick17k,skin_tone,unassigned,2,2,syringoma,benign dermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/s/syringoma/syringoma21.jpg,httpwwwdermaamincomsiteimagesclinicalpicssyringomasyringoma21jpg.jpg
6ee7f655e7465c97833e86830a9bf2b4,datasets\raw\fitzpatrick17k\images\6ee7f655e7465c97833e86830a9bf2b4.jpg,fitzpatrick17k,skin_tone,unassigned,3,2,lentigo maligna,malignant melanoma,malignant,,https://www.dermaamin.com/site/images/clinical-pic/L/lentigo-maligna/lentigo-maligna54.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlentigomalignalentigomaligna54jpg.jpg
33f9dfe5e1a2e7b6ce4c32f3cc889930,datasets\raw\fitzpatrick17k\images\33f9dfe5e1a2e7b6ce4c32f3cc889930.jpg,fitzpatrick17k,skin_tone,unassigned,3,3,folliculitis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/pseudofolliculitis-barbae/pseudofolliculitis-barbae22.jpg,httpwwwdermaamincomsiteimagesclinicalpicppseudofolliculitisbarbaepseudofolliculitisbarbae22jpg.jpg
0041ad6af651d46a4e016568714f7e2e,datasets\raw\fitzpatrick17k\images\0041ad6af651d46a4e016568714f7e2e.jpg,fitzpatrick17k,skin_tone,unassigned,2,2,scleromyxedema,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/scleromyxedema/scleromyxedema9.jpg,httpwwwdermaamincomsiteimagesclinicalpicsscleromyxedemascleromyxedema9jpg.jpg
0a2525ae94a375e79fe6d96a1c3fe1c3,datasets\raw\fitzpatrick17k\images\0a2525ae94a375e79fe6d96a1c3fe1c3.jpg,fitzpatrick17k,skin_tone,unassigned,2,1,keratosis pilaris,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/k/keratosis-pilaris/keratosis-pilaris16.jpg,httpwwwdermaamincomsiteimagesclinicalpickkeratosispilariskeratosispilaris16jpg.jpg
246ac8f7a9013f82f027e338b46e40b9,datasets\raw\fitzpatrick17k\images\246ac8f7a9013f82f027e338b46e40b9.jpg,fitzpatrick17k,skin_tone,unassigned,2,2,lichen planus,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/L/lichen_planus/lichen_planus14.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlichenplanuslichenplanus14jpg.jpg
dabd2111de612fea6385cbc4aa96fda0,datasets\raw\fitzpatrick17k\images\dabd2111de612fea6385cbc4aa96fda0.jpg,fitzpatrick17k,skin_tone,unassigned,1,1,folliculitis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/h/hot_tub_folliculitis/hot_tub_folliculitis7.jpg,httpwwwdermaamincomsiteimagesclinicalpichhottubfolliculitishottubfolliculitis7jpg.jpg
2b52996264bc6b9f537cd878e044ed19,datasets\raw\fitzpatrick17k\images\2b52996264bc6b9f537cd878e044ed19.jpg,fitzpatrick17k,skin_tone,unassigned,1,2,dyshidrotic eczema,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/pompholyx/pompholyx22.jpg,httpwwwdermaamincomsiteimagesclinicalpicppompholyxpompholyx22jpg.jpg
62f396f48e6501395d63b222cdc684d8,datasets\raw\fitzpatrick17k\images\62f396f48e6501395d63b222cdc684d8.jpg,fitzpatrick17k,skin_tone,unassigned,2,1,acne vulgaris,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris16.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacnevulgarisacnevulgaris16jpg.jpg
446ce4a50b8dc096c2dccc5778c9cd52,datasets\raw\fitzpatrick17k\images\446ce4a50b8dc096c2dccc5778c9cd52.jpg,fitzpatrick17k,skin_tone,unassigned,1,1,neurodermatitis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/n/nummula-dermatitis/nummula-dermatitis3.jpg,httpwwwdermaamincomsiteimagesclinicalpicnnummuladermatitisnummuladermatitis3jpg.jpg
3de45dbc1ff830c284cad49028ba6147,datasets\raw\fitzpatrick17k\images\3de45dbc1ff830c284cad49028ba6147.jpg,fitzpatrick17k,skin_tone,unassigned,1,1,scleroderma,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/b/bullous_morphea/bullous_morphea7.jpg,httpwwwdermaamincomsiteimagesclinicalpicbbullousmorpheabullousmorphea7jpg.jpg
2bad4c856e10e29dcb76b7e1ad11ec51,datasets\raw\fitzpatrick17k\images\2bad4c856e10e29dcb76b7e1ad11ec51.jpg,fitzpatrick17k,skin_tone,unassigned,5,4,actinic keratosis,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/a/actinic_keratoses/actinic_keratoses93.jpg,httpwwwdermaamincomsiteimagesclinicalpicaactinickeratosesactinickeratoses93jpg.jpg
f4ab8ea2f8cedb74f7920f001968e89d,datasets\raw\fitzpatrick17k\images\f4ab8ea2f8cedb74f7920f001968e89d.jpg,fitzpatrick17k,skin_tone,unassigned,1,1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis_nail/psoriasis_nail107.jpg,httpwwwdermaamincomsiteimagesclinicalpicppsoriasisnailpsoriasisnail107jpg.jpg
e89438538c2e7c4fe86a1d6112fcd599,datasets\raw\fitzpatrick17k\images\e89438538c2e7c4fe86a1d6112fcd599.jpg,fitzpatrick17k,skin_tone,unassigned,1,1,keloid,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/k/kekoid/kekoid126.jpg,httpwwwdermaamincomsiteimagesclinicalpickkekoidkekoid126jpg.jpg
b5fa3405377953a1b7de9049a4d3e4dc,datasets\raw\fitzpatrick17k\images\b5fa3405377953a1b7de9049a4d3e4dc.jpg,fitzpatrick17k,skin_tone,unassigned,2,2,malignant melanoma,malignant melanoma,malignant,,https://www.dermaamin.com/site/images/clinical-pic/m/malignant-melanoma/malignant-melanoma25.jpg,httpwwwdermaamincomsiteimagesclinicalpicmmalignantmelanomamalignantmelanoma25jpg.jpg
c27cb73a12dd832b8ad993beaf214f33,datasets\raw\fitzpatrick17k\images\c27cb73a12dd832b8ad993beaf214f33.jpg,fitzpatrick17k,skin_tone,unassigned,3,3,urticaria,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/d/dermographic_urticaria/dermographic_urticaria7.jpg,httpwwwdermaamincomsiteimagesclinicalpicddermographicurticariadermographicurticaria7jpg.jpg
47b5d95eee9086e7846092dedacf77f1,datasets\raw\fitzpatrick17k\images\47b5d95eee9086e7846092dedacf77f1.jpg,fitzpatrick17k,skin_tone,unassigned,2,1,squamous cell carcinoma,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/k/keratoacanthoma/keratoacanthoma40.jpg,httpwwwdermaamincomsiteimagesclinicalpickkeratoacanthomakeratoacanthoma40jpg.jpg
c07cacc0144d32b1fd3b7e35d9216d59,datasets\raw\fitzpatrick17k\images\c07cacc0144d32b1fd3b7e35d9216d59.jpg,fitzpatrick17k,skin_tone,unassigned,3,3,nematode infection,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/L/larva-migrans/larva-migrans21.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlarvamigranslarvamigrans21jpg.jpg
e809c553f8d8d5583e4fd26aef02dbb3,datasets\raw\fitzpatrick17k\images\e809c553f8d8d5583e4fd26aef02dbb3.jpg,fitzpatrick17k,skin_tone,unassigned,5,2,milia,benign epidermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/m/miliaria/miliaria9.jpg,httpwwwdermaamincomsiteimagesclinicalpicmmiliariamiliaria9jpg.jpg
8d7d69353979c66faac2f9e5fbdfe348,datasets\raw\fitzpatrick17k\images\8d7d69353979c66faac2f9e5fbdfe348.jpg,fitzpatrick17k,skin_tone,unassigned,2,1,seborrheic keratosis,benign epidermal,benign,1 Diagnostic,https://www.dermaamin.com/site/images/clinical-pic/s/seborrheic-keratoses/seborrheic-keratoses46.jpg,httpwwwdermaamincomsiteimagesclinicalpicsseborrheickeratosesseborrheickeratoses46jpg.jpg
6fa562e207d7c7d3ad9c920e84637f8e,datasets\raw\fitzpatrick17k\images\6fa562e207d7c7d3ad9c920e84637f8e.jpg,fitzpatrick17k,skin_tone,unassigned,6,6,scleroderma,inflammatory,non-neoplastic,1 Diagnostic,https://www.dermaamin.com/site/images/clinical-pic/s/scleredema/scleredema8.jpg,httpwwwdermaamincomsiteimagesclinicalpicsscleredemascleredema8jpg.jpg
0a9efbd68b5291a8cb4e755763da3fda,datasets\raw\fitzpatrick17k\images\0a9efbd68b5291a8cb4e755763da3fda.jpg,fitzpatrick17k,skin_tone,unassigned,3,3,rhinophyma,inflammatory,non-neoplastic,1 Diagnostic,https://www.dermaamin.com/site/images/clinical-pic/r/rhinophyma/rhinophyma17.jpg,httpwwwdermaamincomsiteimagesclinicalpicrrhinophymarhinophyma17jpg.jpg
8fd665c5c38c8950d37bcebdef90cfcc,datasets\raw\fitzpatrick17k\images\8fd665c5c38c8950d37bcebdef90cfcc.jpg,fitzpatrick17k,skin_tone,unassigned,5,5,scabies,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/n/norwegian_scabies/norwegian_scabies30.jpg,httpwwwdermaamincomsiteimagesclinicalpicnnorwegianscabiesnorwegianscabies30jpg.jpg
008c8be183aa54af2d29a6f75521ebce,datasets\raw\fitzpatrick17k\images\008c8be183aa54af2d29a6f75521ebce.jpg,fitzpatrick17k,skin_tone,unassigned,6,4,lentigo maligna,malignant melanoma,malignant,,https://www.dermaamin.com/site/images/clinical-pic/L/lentigo-maligna/lentigo-maligna18.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlentigomalignalentigomaligna18jpg.jpg
1317bc312a84b5aa8fc6b9b4a7c3318c,datasets\raw\fitzpatrick17k\images\1317bc312a84b5aa8fc6b9b4a7c3318c.jpg,fitzpatrick17k,skin_tone,unassigned,3,3,pyogenic granuloma,benign dermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/p/pyogenic-granuloma/pyogenic-granuloma117.jpg,httpwwwdermaamincomsiteimagesclinicalpicppyogenicgranulomapyogenicgranuloma117jpg.jpg
c8e7f9739bd62e3219c12d9f567456a8,datasets\raw\fitzpatrick17k\images\c8e7f9739bd62e3219c12d9f567456a8.jpg,fitzpatrick17k,skin_tone,unassigned,2,2,fordyce spots,benign dermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/p/pearly-penile-papules/pearly-penile-papules4.jpg,httpwwwdermaamincomsiteimagesclinicalpicppearlypenilepapulespearlypenilepapules4jpg.jpg
92c8d6daf0a65af7bc5a94512df4ebed,datasets\raw\fitzpatrick17k\images\92c8d6daf0a65af7bc5a94512df4ebed.jpg,fitzpatrick17k,skin_tone,unassigned,2,2,rosacea,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/r/rosacea/rosacea82.jpg,httpwwwdermaamincomsiteimagesclinicalpicrrosacearosacea82jpg.jpg
1824b56a8569c63989357b65d3321f70,datasets\raw\fitzpatrick17k\images\1824b56a8569c63989357b65d3321f70.jpg,fitzpatrick17k,skin_tone,unassigned,2,1,photodermatoses,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/phytophotodermatitis/phytophotodermatitis29.jpg,httpwwwdermaamincomsiteimagesclinicalpicpphytophotodermatitisphytophotodermatitis29jpg.jpg
3544c601355bbdfb23d62293757db2cc,datasets\raw\fitzpatrick17k\images\3544c601355bbdfb23d62293757db2cc.jpg,fitzpatrick17k,skin_tone,unassigned,-1,-1,lymphangioma,benign dermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/L/lymphangioma/lymphangioma74.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlymphangiomalymphangioma74jpg.jpg
d7d6c55a61235fcefbafc09db6c305cd,datasets\raw\fitzpatrick17k\images\d7d6c55a61235fcefbafc09db6c305cd.jpg,fitzpatrick17k,skin_tone,unassigned,-1,1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis/psoriasis53.jpg,httpwwwdermaamincomsiteimagesclinicalpicppsoriasispsoriasis53jpg.jpg
f1f6242d87f06f252c62d1d0173cff27,datasets\raw\fitzpatrick17k\images\f1f6242d87f06f252c62d1d0173cff27.jpg,fitzpatrick17k,skin_tone,unassigned,-1,2,telangiectases,benign dermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/g/glucagonoma_syndrome/glucagonoma_syndrome11.jpg,httpwwwdermaamincomsiteimagesclinicalpicgglucagonomasyndromeglucagonomasyndrome11jpg.jpg
a5dfb267bdd2d79486b85ede499260d1,datasets\raw\fitzpatrick17k\images\a5dfb267bdd2d79486b85ede499260d1.jpg,fitzpatrick17k,skin_tone,unassigned,1,1,perioral dermatitis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/perioral-dermatitis/perioral-dermatitis18.jpg,httpwwwdermaamincomsiteimagesclinicalpicpperioraldermatitisperioraldermatitis18jpg.jpg
438b5a276d4db77f9665fafcefd73fa0,datasets\raw\fitzpatrick17k\images\438b5a276d4db77f9665fafcefd73fa0.jpg,fitzpatrick17k,skin_tone,unassigned,5,3,vitiligo,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/v/vitiligo/vitiligo79.jpg,httpwwwdermaamincomsiteimagesclinicalpicvvitiligovitiligo79jpg.jpg
0b0d9c976b4c9244b5a69f9f5dd850b7,datasets\raw\fitzpatrick17k\images\0b0d9c976b4c9244b5a69f9f5dd850b7.jpg,fitzpatrick17k,skin_tone,unassigned,2,1,erythema elevatum diutinum,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/e/erythema_elevatum_diutinum/erythema_elevatum_diutinum40.jpg,httpwwwdermaamincomsiteimagesclinicalpiceerythemaelevatumdiutinumerythemaelevatumdiutinum40jpg.jpg
fcb25afb92552dceba953b8254544a19,datasets\raw\fitzpatrick17k\images\fcb25afb92552dceba953b8254544a19.jpg,fitzpatrick17k,skin_tone,unassigned,1,1,striae,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/striae-distensae/striae-distensae65.jpg,httpwwwdermaamincomsiteimagesclinicalpicsstriaedistensaestriaedistensae65jpg.jpg
fd12905cfa645cc10ea38e647d6013de,datasets\raw\fitzpatrick17k\images\fd12905cfa645cc10ea38e647d6013de.jpg,fitzpatrick17k,skin_tone,unassigned,3,3,necrobiosis lipoidica,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/n/necrobiois-lipoidica-diabeticorum/necrobiois-lipoidica-diabeticorum13.jpg,httpwwwdermaamincomsiteimagesclinicalpicnnecrobioislipoidicadiabeticorumnecrobioislipoidicadiabeticorum13jpg.jpg
a07a3199c7f6e3cd641f3f0f6a3b7828,datasets\raw\fitzpatrick17k\images\a07a3199c7f6e3cd641f3f0f6a3b7828.jpg,fitzpatrick17k,skin_tone,unassigned,3,1,eczema,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/e/eczema_hand/eczema_hand14.jpg,httpwwwdermaamincomsiteimagesclinicalpiceeczemahandeczemahand14jpg.jpg
a104b6ea046359fb8d9e44a77d668ca7,datasets\raw\fitzpatrick17k\images\a104b6ea046359fb8d9e44a77d668ca7.jpg,fitzpatrick17k,skin_tone,unassigned,1,1,ichthyosis vulgaris,genodermatoses,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/I/ichthyosis_vulgaris/ichthyosis_vulgaris35.jpg,httpwwwdermaamincomsiteimagesclinicalpicIichthyosisvulgarisichthyosisvulgaris35jpg.jpg
